CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisiting,MonthlyIncome,Weather,review_text
202089,0,,Self Enquiry,3,6,Male,2,1,Deluxe,5,2,4,1,,rain,"I recommend. Philippos is friendly, the apartment is clean and comfortable.
We love stayed there. So near to the subway."
202090,0,35,Self Enquiry,1,33,Female,2,4,Basic,5,2,4,1,17559,rain,"Philippos was a great host. We arrived by ferry from Santorini really late at night,  but he waited patiently for us. He was very courteous, accommodating, and extremely helpful. He suggested visiting Meteora, Greece, which proved to be one of the best parts of our trips. He is a fantastic host. 

Phillipppos' home was awesome. It's very clean, and well taken care of. It is literally a less than 5-minute walk from the Larissa train station, which is the hub for several long-distant destinations. Phillippos' home was perfect for our two-night stay before heading to Meteora, Greece. I would absolutely recommend his place if you are looking for a place that is close to the train station, less than 15 minutes to downtown Athens, and that is in a safe location close to shops and a large supermarket. Thank you for a great experience."
202091,0,36,Self Enquiry,3,6,Male,2,3,Deluxe,3,2,3,1,21201,rain,Philippos was an excellent host- he was very quick to reply to our request (to arrive on the same day as our booking) and was very accommodating. The apartment is absolutely perfect for a short or slightly longer break. The metro station is 2 minutes away and a 15-20 minute walk to some of the more lively areas of Athens (touristy attractions). A very positive experience and means we’ll definitely use Airbnb again. Thanks!
202092,0,32,,3,,Male,3,3,Deluxe,3,3,1,2,,rain,Good place! Very central and next to the station.
202093,0,,Company Invited,1,11,Male,3,4,Basic,3,1,5,0,,rain,Strategic point for transportation . You get the feeling that it is your home.
202094,0,53,Self Enquiry,3,13,Female,3,4,Standard,3,1,1,1,25934,wed,"Philippos apartment was fantastic. We had such a great time when we were there. He was a great host and answered any quiries we had day or night, very accommodating. Nothing but positive things to say."
202095,0,45,Self Enquiry,3,15,Male,3,3,Standard,5,5,1,0,25761,rain,"Philippos place was a great home for our city break. It's quite close to the metro station, so we where able to get to the city centre quite fast. It's a clean and nice apartment."
202096,0,32,Self Enquiry,1,14,Female,3,1,Deluxe,3,6,3,2,20175,fog,"Very good host! Home was amazing, clean and clear! Central and not too far from a metro station. Would recommend"
202097,0,52,Company Invited,1,31,Female,2,4,Super Deluxe,3,4,5,1,28826,rain,"Me and my husband had a great time in Athens and Philippos' place was a home away from home for us. It was nice to have such a place after a whole day of visiting different places. He also kept bottles of water and chocolates for us, which was a very pleasant and welcome surprise. There was everything that we needed. Also, since we used public transport, this home being pretty close (3-5 mins walking distance) from Larissa station (main train station), was a big help. I would recommend this place!"
202098,0,37,Self Enquiry,3,22,Male,3,4,Deluxe,3,5,5,0,21334,rain,"Cute, clean and updated apartment in Athens. Phillipos was an amazing host. Quick to respond and answer any questions. Apartment is a little distance from downtown and is not near public transit so it is a little difficult to get around."
202099,0,28,Self Enquiry,2,14,Male,3,,Basic,3,2,1,0,19936,rain,The apartment was very clean and homely. It was very close to public transport and it took little to no time getting everywhere. Thanks for everything Philippos.
202100,0,22,Self Enquiry,1,,Male,2,4,Deluxe,3,7,1,1,19775,rain,"Philippos was a great host. We only stayed a few nights, but he made us feel very welcome. The apartment was in a central location, walking distance to the metro and only a few stops away from the main attractions. Philippos was kind enough to let us have a late check in, and even though our flight was delayed 3 hours, still made sure we were able to get in safely. I would highly recommend Philippos apartment!"
202101,0,44,Self Enquiry,1,14,Male,3,1,Basic,3,3,3,0,17818,rain,"We had a great time at Philippos’ place. Everything was as expected - the apartment is next to Larissa Station, so it is very easy to get to the main attractions quickly. Philippos is also a great host - always available for tips about places to visit! Would highly recommend to anyone visiting Athens. I will also be recommending this place to my friends visiting Athens!"
202102,0,42,Company Invited,1,8,Male,2,3,Basic,3,6,1,1,17515,rain,Philippos is a great host and his place was exactly what my friend and I were looking for! The apartment was clean and comfy and the bathroom was very modern. It’s located a short walk away from the Victoria and Larissa metro stations that can easily take you anywhere in town. Philippos was always quick to respond and even helped arranged our taxi to and from the airport. Also we never felt unsafe walking back to the apartment (even late at night) which was nice.
202103,0,36,Self Enquiry,2,14,Male,3,4,Basic,5,1,1,1,17342,rain,"Great host, super available, amazing hook ups, good location, excellent for the price. +washer is very useful."
202104,0,,Self Enquiry,3,9,Male,3,3,Deluxe,5,2,4,2,,rain,"Phillipos home is perfect. It is spotlessly clean and spacious. It has a lovely bathroom. We had everything we needed and more... Phillipos is generous with his time and his lovely home. There was a train strike when we arrived but as Phillipos said, taxis are generally between €5-€7 to the hotspots of the city."
202105,0,35,Self Enquiry,1,15,Female,3,4,Standard,3,2,4,2,25685,rain,Philippos was very helpful and always available. The apartment was very clean and perfect for two. About the distance to the center: we could easily walk there. We really enjoyed our stay and would definitely chose Philippo‘s apartment again!
202106,1,35,Company Invited,1,31,Female,3,3,Basic,4,2,3,1,17022,rain,"Phillipos was a great host, very helpful and makes you feel right at home. The apartment is a few minutes walk to the metro station. Easy to get a Taxis, near to supermarkets and great value for money..."
202107,0,32,Company Invited,1,6,Male,3,3,Basic,3,1,5,0,17314,rain,"Clean place, everything works, and in a good central location, a short walk from the metro or a short taxi ride to the Acropolis and other attractions. Philippos is a nice a guy and a good host. The apartment is a fantastic value for the price."
202108,0,25,Self Enquiry,3,,Male,2,4,Deluxe,5,2,3,1,,rain,"The Stay in Philippos apartment was amazing!
Even though we booked very spontaneously and arrived late at night the communication was perfect and he even organized a driver for us.
The house was very clean which we appreciated a lot. 
Philippos even left some water for us in the fridge and there was tea and coffee. It was a great stay and I would highly recommend his appartment. "
202109,0,,Self Enquiry,1,6,Female,2,3,Basic,5,3,4,0,18580,rain,"The location is great and the house is well equipped. The surrounding environment is a little bit complicated; however, the house is safe."
202110,0,24,Company Invited,1,10,Male,2,4,Basic,3,1,3,1,18162,fog,Filippos is available for any question. The place is valuable and strategic. Great experience!
202111,0,32,Company Invited,3,11,Male,2,3,Deluxe,4,2,3,1,21524,wed,"the place was nice and cozy, we booked last minute and felt very grateful for Philippos' flexibility to accommodate us. The metro station is very close (that is a big good point), we got everything needed in the apartment. Thanks for the accommodation."
202112,0,38,Self Enquiry,3,15,Male,3,4,Basic,4,1,4,2,17899,fog,"Great appartement, very well placed! We used the metro easily and it was very simple to access everywhere we wanted in the city thanks to it. It is also close to a big supermarket and to a bakery on top of the metro station.
The appartement have all the accomodations needed, even powder for the washing machine!
When we arrived, there was water and juice in the fridge, and the next morning we discovered that there was also coffee, tea and sugar.
The kitchen is well equiped and so is the bathroom. The room has a very nice bed and is distanced from the kitchen so you don't have cooking smell in the room.
I had a very enjoyable stay there and would happily come back!"
202113,0,42,Self Enquiry,1,9,Female,3,1,Deluxe,3,3,5,0,20231,rain,"Filippos place is really pretty, cozy, clean and recently renovated. He is very friendly, quick to respond and kind enough to let me check-in early and check-out late. I would certainly recommend his place!!"
202114,0,31,Self Enquiry,1,17,Male,2,3,Basic,3,4,3,0,17356,rain,"Nice host, very responsive. Helpful tips, smooth check in, spacious room. Everything's fine except noisy at night.."
202115,1,29,Self Enquiry,3,6,Female,2,4,Basic,3,7,1,1,17800,sun,"Philippos was a great host : good communication, good advices to eat even with a late arrival, availaible for any question. I was here to work, and everything was perfect to let me focus on what i have to do. Thank you !"
202116,0,53,Self Enquiry,3,14,Male,3,3,Super Deluxe,3,6,3,0,26836,sun,this place was a wonderful stay and Philippos was extremely helpful with local information and helping to arrange travel.
202117,0,35,Self Enquiry,1,31,Male,3,4,Standard,4,4,3,1,25903,sun,The appartment was great  it had everything that we needed and we feel very safe in the appartment. we did however not feel comfortable walking to far from the appartment at night and even during the day we walked from monastiraki square and walked down some streets were we did not feel safe. My recommendation is if you are staying here make sure you take cabs at night and not recommended for single travelers because of the area.
202118,0,37,Company Invited,3,27,Female,2,3,Basic,3,6,1,0,17973,sun,"This was a great location to use the metro into the main square. Great location, great price and good accommodation for a budget! Phil was a lovely guy and helpful with everything! Would recommend!"
202119,0,53,Self Enquiry,1,29,Female,3,3,Super Deluxe,3,7,5,1,29275,fog,"Filippos was excellent at communication and he waited for us for a long time since we got lost. He was very friendly and responsive. The house was very clean. Although I had asked if there was central heating before I booked the house and the response was positive, there was no central heating. There is only an air condition in the room for heating but the rest of the house was super cold."
202120,0,43,Company Invited,1,6,Female,2,3,Deluxe,3,5,1,1,20562,rain,The place was perfect for my needs for the weekend. Would stay again
202121,0,47,Self Enquiry,3,,Female,2,3,Deluxe,3,1,1,1,19537,rain,philippos was an excellent host  our plane was delayed and we did not arrrive till the early hours. he was very kind and waited for us to arrive and then helped us sort food out as well. The place is in a superb location as well. overall an excellent stay!!
202122,0,37,Company Invited,3,25,Male,2,3,Standard,4,2,5,0,22642,rain,"We really enjoyed our time in Athens. 

The apartment is enough to the historical sites. 

Public transport is close however we found it easier to use uber & taxis as this was cheap to get around the city. Approx €3 - 4

The apartment had aircon which was an absolute saviour in the hot heat. There is a supermarket directly across the road which was handy. It has everything you need for a short stop and had the space to chill out it 

Maria was helpful in any information needed and understood when our plane was late and we got lost trying to find the apartment (we are not city people and our first time in Greece!) "
202123,0,50,Company Invited,1,8,Male,3,3,Super Deluxe,5,2,5,1,32924,rain,"From the moment of our first contact we felt very welcome. The directions to the apartment were clear. Unfortunately our smooth communication got messed up a little because I replied through email and my messages got delayed. Maria responded very understanding. The place was indeed cozy and filled with nice artifacts. You feel that everything in the house is done with care and eye for detail. The neighborhood is big city like, but friendly. The apartment is comfortable, homely and good value for money. Combined with the great hospitality I would certainly recommend it to others! "
202124,0,39,Self Enquiry,2,8,Female,2,4,Deluxe,3,1,3,0,20204,rain,Spiros a friend of Marias showed me into the apartment. It's well located and not far from the tube station. It is quite easy to find your way to the archaeological museum. The flat has air conditioning which was great. There is a shop opposite the apartment which was also good. The flat was clean and tidy. I had a great time exploring the city.
202125,0,33,Self Enquiry,2,9,Male,2,3,Basic,4,4,5,1,17277,rain,Everything was great
202126,1,32,Self Enquiry,1,31,Male,2,3,Basic,3,2,5,0,17795,rain,"Beautiful well decorated place, great atmosphere and spacious. The place was clean and respectful. The neighborhood is quiet, there's a supermarket in front of the building. Maria was attentive and replied to my questions fast. There's a metro 10 min to everything in Athens"
202127,0,29,Self Enquiry,1,13,Female,3,4,Basic,3,7,5,1,17532,rain,We had a perfect stay at this place and the hosts were extremely helpful when we had complications with our travel arrangements. The flat is really comfy and the area is welcoming and with good transport links. Would definitely recommend this place!!!
202128,0,44,Self Enquiry,1,15,Male,3,3,Basic,5,2,3,0,17559,rain,"We felt lucky finding Maria's apt, she is super responsive, communicative and present although we only spoke via email.  Check in was welcome and sweet with Katerina. The place is REAllY special, positive vibe and SUPER clean. The location is strategic, metro station is a few blocks away and close to all interests. The neighborhood is well served, very colorful with good and inexpensive spots where to eat. Coffee is very friendly and delicious two corners on the left at "" Bila"" by the way :)"
202129,0,28,Self Enquiry,3,11,Male,3,,Deluxe,3,2,3,1,19908,rain,Great flat close to transportation and within walking distance to most of the main attractions. 
202130,1,58,Company Invited,1,8,Male,2,4,Basic,3,1,1,0,17380,rain,A perfect flat in a perfect location. Maria is great and the apartment designed with great taste. Highly recommended!
202131,0,43,Self Enquiry,1,,Female,2,3,Deluxe,4,5,3,0,19765,rain,"Lovely, clean apartment in a residential neighborhood. Good communication with Maria. "
202132,1,20,Self Enquiry,3,8,Female,2,4,Basic,3,2,4,0,17044,rain,"We stayed here for 32 nights and loved our location. There is a bakery next door, a supermarket across the street, butcher on the corner, and street stands with bags of super cheap and in-season fruits and veggies 2 blocks down. Very easy to eat cheaply by cooking and the kitchen is sufficiently stocked to cook most things. Apartment is equally convenient to Larissa and Victoria train stops.  Some people will say that Victoria square isn't super safe, but walking through it for a month, neither of us ever felt unsafe there.  Apartment is very nice (like the pictures) and we had no issues the whole time. Check out ""Enjoy just falafel"" or ""Pitulka"" for 2 euro meals. "
202133,1,21,Self Enquiry,1,24,Female,3,3,Basic,3,2,3,2,17693,rain,"The apartament is very comfortable, the location - very convenient. We arrived at night and it was not a problem, we were recommended a nearby restaurant (great and open until late)."
202134,0,36,Self Enquiry,1,20,Male,3,3,Deluxe,3,1,5,0,21586,wed,"This a great little gem in Athens! My husband and I stayed for four days and felt right at home. The location is perfect-a quiet neighborhood that is far enough away from the touristy center but close enough to the metro and sights. The grocery store right across the street was helpful and having a balcony was a nice treat. Maria was available any time we had a question and the apartment is just as described. Clean, comfortable and close to the metro. I would definitely stay here again!  "
202135,0,47,Self Enquiry,3,8,Female,3,4,Basic,3,2,1,0,18294,rain,a very nice place conveniently located near victoria metro station (only a couple of stops to the centre) and larissa station (for long distance trains)
202136,1,,Self Enquiry,1,9,Female,2,3,Deluxe,3,1,5,1,,rain,The apartment was super nice and clean and the metro super easy to find! All the basics you need are in walking distance. Communication from Maria to myself was great as well!
202137,1,41,Self Enquiry,1,8,Female,2,5,Basic,3,5,3,1,17778,rain,"Flat is in a really good place. You have supermarket just across the street, bakery next door, two metro stations really close by, the neighbourhood is very safe."
202138,0,28,Self Enquiry,1,15,Female,3,3,Basic,3,6,3,0,17377,rain,Had a great stay. The apartment was exactly as depicted and the hosts were lovely. 
202139,1,39,Self Enquiry,1,12,Male,3,3,Basic,5,1,1,1,17404,fog,"Maria and Spiros were very nice, we did the check-in early in the morning .
The apartment was quite cute and cosy!
A little bit far from the center but Victoria's metro station is 5 min walk away and it's very practice.
We find that the district was not very attractive .
Thanks for this stay !"
202140,0,27,Self Enquiry,1,10,Female,3,3,Basic,3,2,1,0,17318,rain,Wonderful apartment! Good location as well. Communication was easy and flexible. We would highly recommend it - both for shorter or longer stays:) thank you Maria!!
202141,0,34,Self Enquiry,1,16,Male,2,3,Basic,4,2,1,1,17008,rain,"I very much enjoyed the stay in Maria's place. The apartment has everything you need and you can find a supermarket, bakery and coffee places very near. 
Although it's a bit north from the center, the cool and lively Exarchia neighborhood is a 20 minutes walk and other places are easily reachable with metro or taxi. Even for a stay with three people, the apartment is convenient. The sofabed in the living room is comfortable and easily to set up for the night.
Maria was always replied very fast to emails and was flexible with our check-out time. Thanks for the lovely stay!"
202142,0,42,Self Enquiry,3,20,Female,3,4,Deluxe,3,1,3,0,21244,rain,"Maria's place is great for your trip to Athens. In a quiet neighborhood, easily reachable with Uber or Metro, a bakery and mini market just next door. Friendly welcome and free water and coffee/tea was in the fridge, which is great when arriving late in the evening. Would recommend to other guests. Thanks for all."
202143,0,33,Self Enquiry,1,6,Male,3,4,Basic,5,4,4,1,17799,rain,"Maria's place worked great for us. It's quite comfortable and offers everything you need to stay a few days in Athens. Check-in was arranged great.
It's quite spacious (living and sleeping room), has two balconies facing the inner court yard and it's just a short walk away from the metro which takes you to the city center quickly.
Can't really review the kitchen because we never decided to cook at home but it looked like everything necessary is provided. Same with the neighborhood that we just experienced on our daily 5 min walk to the metro station. But we stopped everyday at a nice coffee place along the way. I guess if you dig deeper there is nice places to find...

Would recommend this apartment."
202144,0,58,Self Enquiry,1,11,Female,2,4,Standard,4,3,5,1,25552,rain,"Maria and Spiros' apartment was very clean, specious, and very comfortable. We can sleep very well everyday!
The area of the apartment is actually not so fancy and cozy. But it's near the Athens station so close to the center and very convenient from/ to the airport. And if you can enjoy some exotic tastes with immigrant people, you'd like it.
Maria and Spiros prepared everything we need for our stay. Thank you Maria and Spiros :-)!!!"
202145,0,31,Self Enquiry,3,13,Male,2,4,Basic,3,4,4,1,17329,rain,"Our stay in the appartment was great! My husban and me stayed there for a week to explore Athens. The flat is close to the metro station, so navigation was quite easy. Also, there are some local stores and good restaurantes of local food nearby. Maria was always quick and helpful with communication."
202146,0,,Self Enquiry,1,27,Female,2,3,Deluxe,3,2,3,0,,wed,"The place was clean, comfy, convenient and just 5 minutes from the subway.
There is a supermarket and coffee shops nearby and the national archeological museum is walking distance away.
 
A great little apartment for the price"
202147,0,49,Self Enquiry,1,14,Female,2,3,Standard,4,5,4,1,22403,rain,"It is very clean, espaceous and functional. You notice that it is a place where people used to live, all needed is available for 3 days or for 3 weeks. It is in 5 min walking distance to the metro, has a supermarket in front but for us it is not an area for going out in touristic mood, it is more a residencial place very close to the center."
202148,0,48,Self Enquiry,1,26,Male,2,3,Basic,3,5,1,0,17259,rain,"Maria's place was amazing! Not only is it spacious, the amenities including the internet worked perfectly. The shower and hot water worked like a gem as well."
202149,0,31,Company Invited,3,26,Female,2,3,Deluxe,3,2,1,1,21932,fog,"Hi future travellers! I was travelling solo and thought the apartment was great, actually quite close to the city centre and great little funky local neighbourhoods walking distance or 1 stop on the metro. Word of warning you should probably do a little research if you usually 'wing it', I struggled the first day finding my way around but both the hosts are totally amazing and went out of there way to make my trip AMAZING!"
202150,0,36,Self Enquiry,1,,Male,3,3,Basic,3,3,3,2,19678,sun,"A great value for money and provides all the essentials in a good location, would surely recommend."
202151,0,38,Self Enquiry,1,6,Female,3,3,Standard,5,2,4,1,28582,sun,This is a nice apartment!
202152,0,32,Company Invited,1,6,Female,3,4,Basic,4,7,3,2,17332,fog,"Maria's place is just as described. Very clean, with everything you will need for both short and long stay. Nicely decorated, you can tell there is the artist touch! Maria and her friends were very accommodating , always ready to answer any questions or help with anything. Location is convenient, quite central,  5min walk from two metro stations. Big well furnished supermarket near one of the stations, it also offered great coffes and fresh juices on the go! Couple of nice cafes and few tasty restaurants just minutes away from the flat. Personally the only cons is the type of area, at night didn't feel that safe but we stayed 10 days and nothing bad happened. I guess most areas of Athens can look rough now days, even the most central ones. Overall great stay!"
202153,1,25,Self Enquiry,3,25,Male,2,4,Basic,4,2,1,1,17413,fog,This is a great flat to stay in. It’s a fantastic space and close to public transportation. The host is welcome and provides us with helpful tips. I would highly recommend staying here.
202154,0,40,Self Enquiry,3,16,Male,3,4,Standard,4,3,4,0,24705,thu,"Maria's place was wonderful! We really enjoyed our stay.

The apartment is exactly as described and as pictured. It's super cute and super clean.

The apartment is fairly spacious, and there's thankfully an A/C unit in both the living room and the bedroom. Both work very well and cool their respective entire room.

We didn't make use of the kitchen, but did make use of the electric drip coffee maker (there's also an Italian coffee maker). There's a super market across the street and a bakery a few doors down, and a delicious & cheap Gyro place across diagonally across the street.

Maria was very responsive during our stay, replying to messages within minutes. Flexible check-in and check-out times were very much appreciated!

Overall, we thought Maria's apartment was a great value and would definitely recommend it."
202155,0,26,Company Invited,3,,Male,2,4,Deluxe,5,2,3,0,,rain,"Maria's apartment was perfect for our trip to Athens. Not only was it clean and comfortable, it was also a quiet and secure building. Conveniently, their is a grocery store across the street. We arrived in Athens late and Maria was very communicative which made our arrival stress free. Her friend Spiros recommended a fantastic restaurant around the corner which we loved. We hope to stay here again next time we travel to Athens. "
202156,0,41,Self Enquiry,1,,Male,2,3,Basic,5,3,4,1,19721,rain,"Clean and comfortable. Close to two metro stations and many local places to eat. Across the street from a grocery store if you want to cook. Great AC, well kept and clean building. Hosts do a wonderful job with communication and helping out with any other needs."
202157,0,36,Self Enquiry,1,8,Male,3,3,Basic,3,5,5,1,17519,rain,"Maria's appartment is great! Spiros was right there waiting for us under the building to check us in even though it was midnight!
The house is spacious and very clean and Maria was always here to help and call us a cab or answer questions. I highly recommend the place!!"
202158,1,19,Self Enquiry,3,27,Male,2,4,Basic,4,2,1,1,17121,fog,We had a nice weekend stay in Maria’s apartment. The location is convenient: it takes about 20 minutes to get to the Acropolis or the surrounding areas if you take the metro. There is a grocery store across the street and we enjoyed eating Falafel near the metro stop. The apartment is quite clean and it has a washing machine. I would recommend this apartment to anyone looking for a good value in Athens!
202159,1,20,Self Enquiry,1,10,Male,2,3,Basic,5,2,3,0,17973,fog,"We had a fabulous stay at Maria’s apartment. The location is excellent, enabling us to explore a pocket of Athens we would otherwise not have known about. The flat itself is very stylish and comfortable offering perfect respite from the heat of Athens. Maria is a very responsive host which made our stay all the more enjoyable."
202160,0,31,Self Enquiry,1,18,Female,2,3,Deluxe,3,1,4,0,20855,fog,"We have enjoyed our stay at Maria & Spiro's house;  very cosy, clean and with all the basics. The home is like in the pictures."
202161,0,,Company Invited,1,15,Male,2,3,Basic,4,1,4,0,18617,fog,"The flat is located near the metro station, so it is easy to get to all the tourist attractions. It is the area where people from South Asia commonly live. The flat is cozy and clean. Spiros and Maria were very nice and welcoming. Overall, it was a good time and we enjoyed staying there."
202162,0,32,Self Enquiry,1,9,Female,3,3,Deluxe,5,2,1,0,21725,fog,Maria and Spiros are very kind and helpful. They responded very efficiently  when we got stranded due to a ferry strike.
202163,1,36,Self Enquiry,3,9,Male,2,4,Standard,3,2,1,0,25325,rain,"This is a very cozy place, we cooked all the time there.  I stayed with my friend and huge perk was having an AC unit for each of us.  The location is across the street from a small supermarket.  Youre a 5 minute walk from two subways."
202164,0,33,Self Enquiry,1,6,Female,2,4,Deluxe,3,1,4,1,21949,rain,lovely spot. nice and roomy.
202165,1,37,Self Enquiry,3,6,Male,2,4,Standard,3,6,1,1,25609,fog,It’s a comfortable apartment with everything prepared. The supermarket is across the road. Convenient location!
202166,0,45,Company Invited,1,,Male,2,3,Deluxe,4,2,4,0,,rain,"Extremely nice host, very supportive and flexible. instant repllies from (Hidden by Airbnb) and from abnb.
Appartment is spacious plus value for money. Close proximity to everything necessary - railway, metro, supermarket..."
202167,0,29,Company Invited,3,26,Female,2,3,Basic,3,2,3,1,17157,rain,"Maria & Spiros are great host, the apartment is clean and corresponds to the pictures. Very easy to reach from the city center like couples of metro station or 15min walk. WiFi is ok. We liked the place."
202168,0,35,Self Enquiry,3,,Female,2,3,Deluxe,3,2,4,1,19601,rain,"This place is not fancy but very fonctinal. You have everything you need and you are very close to the metro. You can walk 15 min to arrive to the Museum. Maria left some flyers about tours and maps that were helpful and she was always available for us. What we found super nice is that she arranged a driver to pick us up from the Airport at 3am and takes to the appartement for check in for a very reasonable price. We slept well, we had everything we needed and we did our breakfast and dinners at home with the little stowe and hoven. Ahhhhh also a big plus !!! there is a supermarket right in front of the building!!! and a bakery at 20 meters to the right on the same sidewalk! what else can you ask?  perfect !"
202169,0,52,Self Enquiry,1,6,Male,3,3,Super Deluxe,3,3,1,2,32099,rain,"The location is very good because it has near two metro station, Victoria y Athens. But becareful if you arrive late to the apartment"
202170,1,58,Self Enquiry,1,8,Male,2,3,Basic,3,5,1,0,17479,rain,"Nice apartment, fully equipped. The owners are very hospital and highly responsive, they are always ready to help.
The only disadvantage was the district - very dirty, with lots of homeless and abandoned cars. We didn’t fell safe when walking in the streets."
202171,0,53,Self Enquiry,3,8,Male,2,3,Super Deluxe,3,7,3,0,29852,rain,"Vlasis's place is amazing! Great place!!  Lovely location very close to the metro station! The place is brand new, nicely decorated, with all the necessary amenities and very clean!! Would definitely stay there again!!~ Communication was perfect! Thank you vey much vlasis!!~
"
202172,0,30,Self Enquiry,3,14,Male,3,3,Standard,3,6,3,0,22264,rain,The host canceled this reservation 23 days before arrival. This is an automated posting.
202173,0,38,Company Invited,3,16,Female,2,3,Deluxe,3,2,3,0,20666,thu,"I stayed for a week and I had a great time! The communication, check in and check out was great! There is really nothing I could complain about!
The apartment is really cozy, in the center of Athens and very closed to the tub that takes you to the airport.
The location was perfect for me because had a lot to do in the center. The area around is also great for smooth nightlife.
And last but not least the bed mattress! Exactly how I like it. Not soft but comfortable hard!
I will come again! It was a pleasure to stay there! "
202174,0,35,Self Enquiry,3,9,Male,3,3,Standard,3,7,5,2,22823,rain,"We spend lovely time in this home which was exactly as on the pictures. 
Place was peaceful and superb with everything you could need. It is is well situated, with enough distance from the touristy areas.
Our plane arrived early and we were greeted with coffee and fruits. 
Chistos and Radka were wonderful hosts and very accommodating.
We would highly recommend it !"
202175,0,39,Self Enquiry,3,8,Male,2,1,Standard,3,1,1,0,22880,fog,"The hosts are very kind. I think Mr. Christos' house is the best one I've been in Athens during I stayed 2 months. Clean, calm, with full of sense of cultural. I love the taste of arts. So I think this kind of life is what I want in Athens. Although I've already got back China, I still miss the breeze, the sunshine, the sea, the people and the family of Christos. Thank you!"
202176,1,40,Company Invited,3,30,Fe Male,3,1,Super Deluxe,4,5,3,0,28194,rain,"Mr. Christos is a knowledgeable people, it could be seen from the large numbers of his books on the bookshelf. To live here feeling very intimate, much like my study in Beijing. This intimacy makes me come back and visit Mr. Christos again in the future."
202177,0,47,Company Invited,1,22,Male,3,1,Deluxe,3,2,1,0,20067,rain,"Christos's place is a cool and large apartment with high-ceilings on a quiet street in a good neighborhood, near Victoria metro station. Christos speaks good English and was easy to communicate with. He and his girlfriend were warm and hospitable in every possible way: researching my bus journey and printing off a map for me, bringing me pastries and helping me being flexible about my leaving time. I highly recommend this apartment for anyone who wanting to stay in a quiet place in central Athens."
202178,0,36,Company Invited,3,14,Male,2,3,Deluxe,3,5,3,1,20079,rain,"We were greeted by Christos' daughter, Ekaterina, who was extremely nice and helpful. We felt like in our family apartment. The place is nicely decorated, superclean, in a middle of a middle-class area. I warmly recommend Christos and his apartement."
202179,1,31,Company Invited,1,15,Male,2,4,Basic,5,1,3,1,17321,rain,"Great place, stay and owners!"
202180,0,33,Company Invited,3,23,Male,2,3,Super Deluxe,3,2,3,0,32444,rain,Pleasant stay in a classical building.
202181,1,29,Self Enquiry,1,16,Female,3,4,Basic,5,7,5,0,17404,rain,Christos and Radka offered advice regarding the journey from the airport to their house. They stayed in touch and stayed up very late to welcome us and show us around the apartment. Their apartment is beautiful. The space is amazing and the character of the place is wonderful.  It feels like an expensive suite in a top end hotel.   
202182,0,,Self Enquiry,1,19,Female,2,3,Basic,3,4,3,0,18452,rain,"What to say?An amazing 145 mq house,perfect in every detail!Christos and his sister were very kind and so available from first second to last!Absolutely to recomended for a perfect staying in Athens!Thank you for all!"
202183,0,45,Self Enquiry,1,6,Female,3,3,Basic,3,4,5,0,17270,rain,"Christos was a perfect host! He was very quick to reply to every question we had prior to our arrival. He welcomed us upon arrival and gave us a tour of the apartment. He also provided us a long list of nearby restaurants, which came in very handy! 

The apartment is exactly like the photos! It's a very spacious one bedroom. We absolutely loved it! 

Thank you, Christos!!"
202184,0,50,Self Enquiry,1,6,Male,3,3,Super Deluxe,3,1,5,2,32399,rain,"All is OK! The house - is exactly as you can see in the pictures plus a beautiful tree out of the kitchen  balcony- the hosts Christos and Radka are very kind persons, taking care of guests needs. Perfect for 2 up to 4 people. A very cozy place to relax and sleep after a busy day!
"
202185,0,33,Company Invited,1,6,Female,2,1,Deluxe,4,2,3,0,20488,rain,"An absolutely unique place to stay in Athens. You will not only find old wonderful polished wooden furniture, but also a contemporary well functioning heating system. We enjoyed our stay so much, that we spent more time in the flat than on the streets of Athens, but it was worth it. It's so spacious, that we felt like the opposite of being caged. Christos and his wife Radka gave us a warm welcome, even though we arrived close before midnight. Very very recommended!"
202186,0,41,Company Invited,1,15,Male,3,3,King,3,3,4,2,34419,rain,"Christos and Radka are very nice and friendly. They connected us before we arrived at the airport and gave us advice how to get their apartment in the most convenient way. Their apartment is very uniquely decorated, very classical. As Chinese we have experienced a different way of living in Europe. The apartment is clean and tidy, and I must say the furniture is very elegant. And metro station and bus stations are just nearby. We can easily access to all the sightseeings of Athens. Christos also recommended some very nice local restaurants. Our stay in Athens is just perfect, thank you Christos and Radka! Hope to see you again in the future! "
202187,0,27,Self Enquiry,1,22,Female,2,3,Basic,4,1,1,0,17811,rain,"Christos and Radka were great hosts, there were cookies and coffee waiting for us on arrival. The house is beautiful, cosy and quiet a bit out of the center but with good connexions by metro to all major places in Athens. 
Veerle"
202188,0,,Company Invited,1,29,Male,2,3,Deluxe,5,2,1,0,18633,rain,"We greatly enjoyed our stay at Christos and Radka's place. It is a beautiful space and very clean. We had everything we needed there. It is a little ways out of the city center, but just a short trip with the metro or bus. There are many cafes and bakeries within walking distance. We would definitely stay here again!"
202189,0,,Self Enquiry,3,10,Female,2,3,Deluxe,3,2,3,1,,fog,It was my best accommodation with airbnb! We had no open wishes and everything was just fine.
